ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,ID_4,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,N_Sample
19,BGD,Bangladesh,3,Dhaka,11,Jamalpur,31,Sherpur,195,Jhenaigati, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,11,Jamalpur,30,Jamalpur,192,Madarganj, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,11,Jamalpur,30,Jamalpur,193,Melandaha, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,11,Jamalpur,30,Jamalpur,194,Sarishabari, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,11,Jamalpur,31,Sherpur,196,Nakla, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,11,Jamalpur,31,Sherpur,197,Nalitabari, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,11,Jamalpur,31,Sherpur,198,Sherpur S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,11,Jamalpur,31,Sherpur,199,Sreebardi, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,200,Astagram, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,201,Bajitpur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,203,Hossainpur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,204,Itna, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,205,Karimganj, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,206,Katiadi, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,207,Kishoreganj S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,208,Kuliarchar, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,209,Mithamain, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,210,Nikli, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,211,Pakundia, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,17,Kushtia,45,Kustia,297,Bheramara, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,12,Kishoreganj,32,Kishoreganj,212,Tarail, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,213,Bhaluka, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,214,Dhobaura, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,215,Gaffargaon, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,216,Gauripur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,217,Haluaghat, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,218,Ishwarganj, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,219,Muktagachha, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,222,Phulbari,Mymensingh,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,220,Mymensingh S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,221,Nandail, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,223,Phulpur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,33,Nasirabad,224,Trishal, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,225,Atpara, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,226,Barhatta, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,231,Madan, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,227,Durgapur,Netrokona,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,228,Kalmakanda, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,41,Khulna,284,Terokhada, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,229,Kendua, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,230,Khaliajuri, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,42,Pirojpur,285,Mathbaria, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,43,Shatkhira,286,Assasuni, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,232,Mohanganj, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,233,Netrokona S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,236,Bhuapur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,13,Mymensingh,34,Netrakona,234,Purbadhala, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,235,Basail, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,237,Delduar, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,238,Ghatail, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,239,Gopalpur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,38,Magura,262,Shalikha, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,240,Kalihati, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,241,Madhupur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,38,Magura,263,Sreepur,Magura,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,242,Mirzapur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,243,Nagarpur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,41,Khulna,277,Dighalia, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,41,Khulna,278,Dumuria, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,244,Sakhipur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,3,Dhaka,14,Tangali,35,Tangail,245,Tangail S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,36,Jessore,246,Abhaynagar, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,36,Jessore,247,Bagherpara, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,36,Jessore,248,Chaugachha, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,36,Jessore,249,Jessore S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,36,Jessore,250,Jhikargachha, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,36,Jessore,251,Keshabpur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,36,Jessore,252,Manirampur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,36,Jessore,253,Sharsha, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,37,Jhenaidah,254,Harinakunda, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,38,Magura,260,Magura S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,37,Jhenaidah,255,Jhenaidaha S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,37,Jhenaidah,256,Kaliganj,Jhenaidaha,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,37,Jhenaidah,257,Kotchandpur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,37,Jhenaidah,258,Maheshpur, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,37,Jhenaidah,259,Shailkupa, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,38,Magura,261,Mohammadpur,Magura,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,39,Narail,264,Kalia, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,39,Narail,265,Lohagara,Narail,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,15,Jessore,39,Narail,266,Narail S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,40,Bagerhat,267,Bagerhat S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,40,Bagerhat,268,Chitalmari, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,40,Bagerhat,269,Fakirhat, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,40,Bagerhat,270,Kachua,Bagerhat,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,40,Bagerhat,271,Mollahat, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,40,Bagerhat,272,Mongla, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,40,Bagerhat,273,Morrelganj, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,40,Bagerhat,274,Rampal, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,41,Khulna,275,Batiaghata, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,41,Khulna,276,Dacope, ,Upazila|Thana|Po,Sub-district,
